label,附加评论,positive,positive_prob,negative_prob,confidence,sentiment
0.0,非常不错！很好。京东物流业是超快,1,0.996233,0.00376656,0.99163,2
0.0,一般般,0,0.243943,0.756057,0.457905,0
-1.0,刚开始未扭紧，非常好，就声音太大，邻居过来问什么情况！,1,0.736038,0.263962,0.413419,2
0.0,不错。。。。。。,1,0.847964,0.152036,0.662142,2
1.0,这个工具我还是比较喜欢的动力很足。,1,0.951268,0.0487322,0.891706,2
3.0,工具收到了，包装很好，发货很快，试了试，动力十足，用着很顺手。满意的购物。,1,0.996015,0.00398492,0.991144,2
1.0,送货快，工具精美，还没使用,1,0.814857,0.185143,0.58857,2
0.0,样样通。,1,0.591066,0.408934,0.0912575,2
0.0,商品达到预期，试用了一下感觉不错，应该选配件多的那款。,1,0.769053,0.230947,0.486783,2
0.0,好,1,0.747981,0.252019,0.439958,2
0.0,质量过关，物有所值，不错！,1,0.987769,0.0122311,0.97282,2
0.0,作用扎实，应该不错吧~,1,0.979806,0.0201941,0.955124,2
0.0,宝贝不错,1,0.924519,0.0754813,0.832264,2
1.0,做工还可以，使用也还方便。,1,0.805605,0.194395,0.568012,2
0.0,很好用,1,0.950141,0.0498593,0.889202,2
0.0,家里用挺实用，大事干不了，小作用还是有。东西不错。最重要的是不容易伤手。,1,0.925671,0.0743286,0.834825,2
0.0,后悔买了这一款，配不上附件，店里面没有配件。不称心，以后都不知道咋能用下去。,0,0.0170825,0.982917,0.962039,0
0.0,商品没问题，每次都要求开发票，问什么这次又没有？,0,0.279197,0.720803,0.379561,0
0.0,不错！,1,0.93893,0.0610697,0.864289,2
0.0,质量稳定，用起来不错。,1,0.942533,0.0574668,0.872296,2
1.0,比较好，，到货及时。。。,1,0.838567,0.161433,0.64126,2
0.0,收到等待试用结果,0,0.391808,0.608192,0.129315,0
0.0,挺好的，天花板用它锯了个大窟窿。很方便。,1,0.92859,0.0714098,0.841312,2
0.0,东西不错 切割了实木脚线和复合地板 虽然有点费事儿 但是 工具不错,1,0.939292,0.0607084,0.865093,2
-1.0,总体感觉比角么机安全。毕竟是频率震动，心里踏实一些。给硬度大写的木材开孔加压要大些。打磨很带劲。,1,0.835045,0.164955,0.633433,2
0.0,京东一如既往的好,1,0.936643,0.0633566,0.859207,2
0.0,不好，象玩具,0,0.113903,0.886097,0.746882,0
1.0,切割打磨轻松搞定不求人,1,0.529628,0.470372,0.407431,1
2.0,很好用的多功能工具，家里弄点小东西 很方便  磨片少了2片  客服又发了一套，万分感谢,1,0.982308,0.0176921,0.960684,2
1.0,不错哦，小修小整的还挺实用,1,0.964455,0.0355446,0.921012,2
0.0,不错！配件给少了点，毕竟是专用配件。,1,0.626753,0.373247,0.170563,2
0.0,收到了，还没使用，用后在追评,0,0.308161,0.691839,0.315199,0
1.0,不错还 动力挺大 刚用一次就是,1,0.917292,0.0827084,0.816204,2
1.0,手感厚重，噪声不大，运转顺畅，配件齐全,1,0.930402,0.0695976,0.845339,2
1.0,不错的宝贝，家用功能足够了。值得拥有。,1,0.997027,0.00297295,0.993394,2
1.0,便宜实惠，好用不贵。支持东哥。,1,0.984536,0.0154644,0.965634,2
1.0,便宜实惠，好用不贵。支持东哥。,1,0.984536,0.0154644,0.965634,2
0.0,快递小哥，很好,1,0.917437,0.0825625,0.816528,2
0.0,刚好，做来做装修挺好用,1,0.857395,0.142605,0.683099,2
0.0,一个箱子就值了200块钱质量不符,0,0.446045,0.553955,0.0087897,0
0.0,非常好!,1,0.967676,0.0323236,0.92817,2
0.0,特价买的，符合描述，实用性差些，放的吧。建议干活还是买个角磨机实用给力。,1,0.705946,0.294054,0.346547,2
0.0,非常好用，此情此景，我想作诗一首.......，想一想还是算了吧，我不会作诗，哈哈哈,0,0.350305,0.649695,0.221545,0
1.0,货真价实！非常实用！,1,0.893917,0.106083,0.76426,2
-2.0,选了好久才选这一款，非常不错，好用比我之前买的好用多了，首先是声音，很小，这样晚上做事就不会吵别人了，很稳，拿在手里很合适，是我需要的，好评，客服态度依好，赞一个,1,0.996591,0.00340911,0.992424,2
0.0,买了好几件了，真的挺好用！,1,0.875664,0.124336,0.723697,2
0.0,比想象中大了一点，拿在手里蛮沉的，东西还是不错的，家庭必备工具。,1,0.747812,0.252188,0.439581,2
0.0,非常棒的机器，原装货，继续一如既往的支持京东自营。,1,0.996202,0.0037978,0.99156,2
0.0,相信京东，下次继续购买,1,0.720903,0.279097,0.379785,2
0.0,产品很好用，就是箱子卡附件不是很好，产品本身还是很不错,1,0.983869,0.016131,0.964153,2
0.0,忘买工具盒了。,1,0.671916,0.328084,0.270924,2
0.0,用起来还是不错的，就是配件有点少，感觉还满意！,1,0.89666,0.10334,0.770356,2
0.0,还不错没用呢快快快.....................,1,0.526368,0.473632,0.472646,1
0.0,还行。主要是不忍心麻烦快递小哥。,1,0.673872,0.326128,0.275271,2
0.0,东西到手还没有用，五一回老家用。,0,0.407916,0.592084,0.0935194,0
0.1,到手之后试了下，不错。噪音不大，连续3分钟工作时长轻微发热散热良好，就是如果3档以上震动比较厉害，处理细微工序手上力气不大不稳的会导致刀头滑边，多个扶手就完美了,0,0.0749942,0.925006,0.833346,0
4.0,以前买过这个品牌的机子，很好用，结实耐用，售后服务好。自己工地用，京东送货很快，很给力，支持国产品牌,1,0.974069,0.0259306,0.942376,2
1.0,铝箱的，看起来很高大上，作为手工工具够用，功率还行吧,1,0.923671,0.0763293,0.830379,2
0.0,很高大上的工具，不错不错的,1,0.976326,0.0236738,0.947392,2
0.0,安全性好,1,0.896205,0.103795,0.769345,2
0.0,行。感觉不错。。。,1,0.883196,0.116804,0.740436,2
0.0,刚刚收到看外表还可以，待用了在评价,1,0.532118,0.467882,0.357644,1
0.0,东西不错，买回来就用了。评五星！,1,0.860603,0.139397,0.690229,2
0.0,不适合家庭使用，尤其不适合中国人,0,0.14322,0.85678,0.681733,0
0.0,买的时候没看清楚这是插电的，用的效果还可以，就是发热较快,0,0.404497,0.595502,0.101117,0
1.0,商品挺好的，物美价格合理,1,0.902535,0.0974647,0.783412,2
2.0,做工精细，物流迅速，满意,1,0.945208,0.0547915,0.878241,2
5.0,打开包装铝箱真的漂亮极了，里面配件摆放整齐看着就爽，试了一下机器动力强劲，好评。,1,0.986537,0.0134627,0.970083,2
0.0,很喜欢 ，看上去很棒 ，使用后再做追评,1,0.975519,0.0244812,0.945597,2
0.0,目前还没有使用，我试了一下机，感觉还不错。,1,0.739617,0.260383,0.421371,2
0.0,挺好的  多用工具  平时备用,1,0.900212,0.0997876,0.77825,2
1.0,东西果然不错，使用方便，功能比较多。做工也很精细。,1,0.953903,0.0460965,0.897563,2
1.0,京东好，物流快，商品如商加描述,1,0.682177,0.317823,0.293727,2
0.0,经济实惠，性价比超级高！,1,0.944556,0.0554436,0.876792,2
2.0,哈哈，这个工具还蛮好玩的，通过小角度的抖动来切割，打磨等等，不会有很大的杀伤力，操作比较精准。附件不太多，介绍中的一些附件特别牛逼，用途广泛，好厉害，自己。了一个小桌子，准备给孩子做一个游乐场。,1,0.986507,0.0134927,0.970016,2
0.0,还不错还不错,1,0.934358,0.0656424,0.854128,2
0.0,不适用没有上面广告哪么神'上当了,0,0.0146041,0.985396,0.967546,0
2.0,东西收到，使用起来声音非常轻，东西不错。,1,0.820166,0.179834,0.600369,2
2.0,精致包装，做工精良，实用快捷。,1,0.952665,0.0473346,0.894812,2
1.0,"物流快，与描述一样
?",0,0.461849,0.538151,0.236976,1
0.0,能用，但是那个半圆形的锯讲真的，不耐用，才使了一会儿就把齿给磨没了。,0,0.438783,0.561217,0.0249268,0
1.0,产品包装精美，看上去东西不错，快递很给力。希望耐用！,1,0.976937,0.0230629,0.948749,2
-1.0,装机试了一下，机子挺重的，毕竟是多用机，第一次试用不知道，需要锁的跟紧，不然会松动！机器上面锁紧的地方，不知道要是以后经常大力锁紧，会不会断掉，要是断了机器就费了！,0,0.0249018,0.975098,0.944663,0
0.0,很好用，自己在家装修用,1,0.942428,0.0575723,0.872061,2
2.0,挺好的，挺好的，京东也也特别性感，送货也特别快，东西特别好用，一直在京东买东西，这是客户订的货指名要的品牌，而且这个品牌牌子特别大，然后特别好用，大品牌值得信赖，好用给好评，好评好评,1,0.998696,0.00130425,0.997102,2
-1.0,第二件了！这次打拆买比较实惠！用起来比其它牌子好用噪声比较小振动也没那么大！,0,0.455522,0.544478,0.110449,1
0.0,如果再加个使用说明书就更好了。,0,0.273521,0.726479,0.392176,0
0.0,第一次使用这样的工具，真有想象不到的方便。以前开方孔都得用麻花钻打一圈，把他们连在一起，这样才能取出一个方孔。有了它，不但能打出直孔，而且也能够打斜孔！该产品包装很专业，快递的包装也很专业，而且当天就送到了，京东的快递真给力！,1,0.63249,0.36751,0.183312,2
0.0,1分价钱买2分的货，超级赞。,1,0.894436,0.105564,0.765414,2
0.0,真是无语了，注明要发票。可是发票在那呢。无语了,0,0.00148839,0.998512,0.996692,0
0.0,厉害了，我的工具,1,0.50681,0.49319,0.863799,1
0.0,小东西解决大问题！方便实用！好评必须！,1,0.571083,0.428917,0.0468507,2
0.0,声音不算大，包装很高大上啊，试用了下好像还不错。一直在买威克士的工具,1,0.677166,0.322834,0.28259,2
0.0,"试着用半圆磨片清理地砖缝，还挺好用的，就是慢一点。用做家庭维修是一款不错的工具，工程用就不太合适了。
质量没的说，铝箱也很实用。家庭备用物有所值。",1,0.995115,0.00488487,0.989145,2
0.0,这个玩意真不错。确实挺好。值得推广。,1,0.960823,0.0391771,0.91294,2
0.0,我的机子里怎么没有附件合,0,0.336299,0.663701,0.252668,0
1.0,可以，大品牌，值得信赖,1,0.89746,0.10254,0.772134,2
3.0,包装整齐，东西的做工不错，取换刀具很方便这方面很满意,1,0.977156,0.0228444,0.949235,2
1.0,商品质量不错，非常愉快的网购经历！,1,0.930553,0.0694466,0.845674,2
0.0,还不错值得拥有。,1,0.971476,0.028524,0.936613,2
-1.0,收货速度快，但是配件太少了，好歹多个一两个配件。,0,0.0762564,0.923744,0.830541,0
0.0,拿到手里，沉甸甸的，感觉质量还不错,1,0.754125,0.245875,0.453611,2
2.0,搞活动买的的，工具小巧，还有工具包，挺实惠的。,1,0.955739,0.0442606,0.901643,2
0.0,刚买完，你就降价，一点保值率都没有?,0,0.15241,0.84759,0.661311,0
-1.0,可能真的是买了个价格高不实用的工具，还需要努力去发现它的用武之地。,0,0.254928,0.745072,0.433493,0
0.0,这样我会？在一起就好了！这样就会来？在一起就可以一起了！这么好吃呢！这样我，在一起就好了！,1,0.65155,0.34845,0.225668,2
3.0,货已收到包装很好，打开包装看到铝箱太满意了太精至了里面的工具配件整齐排放心情舒畅很满意的一次购物。还没用，用后再来评价,1,0.949066,0.0509344,0.886813,2
0.0,收到就用了感觉很给力，工作效率高了很多，还有个很人性化的包包挺好的,1,0.982571,0.0174291,0.961269,2
0.0,箱子看着高大上呀，试用了一下，切木头效果不错,1,0.883897,0.116103,0.741994,2
2.0,宝贝很好.就是配件还多点就好了.还有你们要是能出个详细操作的视频或者具体的锯片铣刀什么的怎么用最好不过了.！,1,0.987739,0.012261,0.972753,2
2.0,"还行吧,设计得很好,功能也不错,家用没有问题,不适合工程,开石膏板肯定没问题,开实木板有点吃力.",1,0.905681,0.0943191,0.790402,2
0.0,东西不错,1,0.849146,0.150854,0.66477,2
1.0,用了，感觉还行，价格有点高,0,0.489615,0.510385,0.792292,1
1.0,京东物流快是最满意的一点，东西好不好用等试过之后看看效果。,1,0.863317,0.136683,0.696261,2
2.0,一直在京东商城购物，方便快捷。这个多功能机适合收工爱好者，生意有点大，效率比较低。,1,0.861365,0.138635,0.691923,2
0.0,"一点力都没有,白白浪费钱,",0,0.440368,0.559632,0.0214039,0
0.0,工具不错，很好用。。。。。。,1,0.974701,0.0252993,0.943779,2
0.0,锯了6个复合地板，锯条牙磨没了。整的又买了两个锯条。太失望了！！,0,0.0437095,0.95629,0.902868,0
0.0,功能多，还没用，看起来不错！,1,0.818226,0.181774,0.596057,2
1.0,不错的工具，包装很好！使用顺手,1,0.984966,0.0150338,0.966591,2
0.0,可以！但是没算出来豪华版比普通版多出的*块花在哪里了！,1,0.500006,0.499994,0.999877,1
0.0,不错,1,0.914388,0.085612,0.809751,2
1.0,送货挺快的，态度也不错，,1,0.926647,0.0733534,0.836992,2
0.0,挺好的产品，好用，方便。,1,0.976118,0.0238817,0.94693,2
0.0,用起来得心应手~~,1,0.852797,0.147203,0.672881,2
0.0,机器做工精细，颜色好看，力量有些小，多用途,1,0.824735,0.175265,0.610522,2
0.0,真的很方便，解决不少问题,1,0.747484,0.252516,0.438854,2
0.0,非常好用,1,0.655295,0.344705,0.233988,2
2.0,很实用的万用宝，建议买有线的，比无线实用，功率大,1,0.954433,0.0455675,0.898739,2
0.0,今天刚收到还没有用。第一次买这种工具，还不太了解,0,0.171911,0.828089,0.617976,0
1.0,价格公道 童叟无欺,1,0.785181,0.214819,0.522625,2
0.0,一到手先试着掏了个洞，确实不错！别的功能容后再试！,1,0.760749,0.239251,0.468332,2
-1.0,机器不错，就是刀片有点软，易坏，只能另购了,1,0.500786,0.499214,0.984274,1
0.0,看着真不错，高大上。,1,0.932735,0.0672653,0.850522,2
1.0,东西不错，做工看着做得挺好的，还没啥机会用。,1,0.885938,0.114062,0.746529,2
1.0,今天收到机器，迫不及待试了效果，好猛的力量，超出预期的好，质量棒棒的，望卖家红红火火!!!要买的朋友果断下手,1,0.947744,0.0522562,0.883875,2
1.0,质量好，手感细腻，实用，,1,0.977503,0.0224975,0.950006,2
0.0,还没使用,0,0.451931,0.548069,0.0386143,1
0.0,好东西，小白使用也顺手，爽,1,0.950737,0.0492626,0.890528,2
0.0,商品不错，看上去很吸引，还未用上，希望好用。,1,0.824383,0.175617,0.60974,2
0.0,为自己加工餐垫购买的，樟木毛坯已准备好了，再干两天就用他精加工了。,0,0.29789,0.70211,0.338022,0
0.0,已经收到谢谢。,1,0.789982,0.210018,0.533293,2
0.0,理想的工具，太强大了，喜欢！超强实用。,1,0.980949,0.0190507,0.957665,2
0.0,用了一个月才来评价，确实方便。包装也好还送了个背包，不错。,1,0.978956,0.021044,0.953236,2
0.0,还没用，先给好评吧,0,0.486867,0.513133,0.737344,1
0.0,使用起来不是很省力，非常震手！,0,0.452691,0.547309,0.0538188,1
2.0,外观设计还不错，使用起来手感很好,1,0.91324,0.0867597,0.807201,2
0.0,到货速度快，产品质量好，点赞,1,0.952597,0.0474029,0.89466,2
0.0,不错，好用。,1,0.95487,0.0451303,0.89971,2
0.0,家用较好，用途较多，以后手工作业方便多了,1,0.932361,0.0676386,0.849692,2
1.0,快递给力！宝贝不错！满意，希望耐用，,1,0.983053,0.0169473,0.962339,2
1.0,包装完整，物有所值。,1,0.868234,0.131766,0.707186,2
0.0,好东西值得拥有，可以放心购买,1,0.980188,0.0198117,0.955974,2
0.0,这牌子电动工具非常好用,1,0.593131,0.406869,0.0958461,2
1.0,第一次用这种工具，感觉没角磨效率高，不过好在功能多,1,0.536414,0.463586,0.271729,1
0.0,用起来很方便，还行，能解决一般问题,1,0.646222,0.353778,0.213827,2
0.0,真的是不好用，太难了，，太难，太难用啦,0,0.0290973,0.970903,0.935339,0
1.0,非常可心的东西，物流很快。,1,0.726256,0.273744,0.391681,2
0.0,东西不错 物流也好 一直在京东买,1,0.890819,0.109181,0.757376,2
0.0,东西不错，,1,0.826393,0.173607,0.614206,2
0.0,非常厉害的多用途工具，很赞，装修好帮手，质量杠杠的,1,0.973625,0.0263746,0.94139,2
0.0,试用了几次，还可以，只是配件少了点。,0,0.315335,0.684666,0.299257,0
0.0,一般，急用才买的,0,0.223746,0.776254,0.502787,0
0.0,物有所值，仅此而已。,1,0.866305,0.133695,0.7029,2
0.0,万用宝还没用，评价还可以，家里装修，自己动手改造，期待使用效果,0,0.417388,0.582612,0.0724712,0
4.0,威克士的切割抛光机质量很好。京东的服务态度及快递的速度也很好。特别是快递员的服务态度，让我非常满意，在此谢过啦?,1,0.98615,0.0138498,0.969223,2
0.0,不错,1,0.914388,0.085612,0.809751,2
1.0,工具很好，挑了很久，就这款做工还不错,1,0.978113,0.0218868,0.951363,2
0.0,不好用啊 老是冒烟,0,0.141502,0.858498,0.685552,0
0.0,一真在关注着，终于下手买了。还没有用，,1,0.610293,0.389707,0.133984,2
0.0,的确很厉害，正在研究具体如何使用,1,0.579034,0.420966,0.0645199,2
0.0,这个不能做什么大的活，修修补补还成。,0,0.255327,0.744673,0.432607,0
0.0,"比我预计的要差一些。木板厚一些
的好费劲。",0,0.17754,0.82246,0.605467,0
0.0,不错,1,0.914388,0.085612,0.809751,2
1.0,很好的产品那质量绝佳正品保证，一直京东购买无任何问题，无后顾之忧。,1,0.98424,0.0157597,0.964978,2
1.0,未拆封，得好好看看,0,0.362736,0.637264,0.19392,0
3.0,这个多功能切割机设计的太好了，做工也不错，用来改了一张床，非常好用。,1,0.982373,0.0176265,0.96083,2
0.0,东西还是不错的，就是这个发票。选择纸质版的，然后开个电子的，电子版的还半天不到。,0,0.421625,0.578375,0.0630562,0
1.0,箱子美，产品设计得好，工具都齐全，试用了再加评。,1,0.973711,0.0262893,0.94158,2
0.0,非常好，相信京东自营。用后补评性能。,1,0.987134,0.0128656,0.97141,2
1.0,一直用这个，挺好用的，品牌有保证,1,0.919434,0.0805661,0.820964,2
0.0,这个是个好东西,1,0.577007,0.422993,0.0600157,2
1.0,家用很实用，刚到货，就试了一下，确实好用，店家的服务态度也很好，装不上了，问了客服，回答很及时，很热情,1,0.968494,0.0315057,0.929987,2
0.0,还没用，待用后再追评！！！,0,0.129021,0.870979,0.713286,0
0.0,宝贝收到！东东不错。这么快的物流也就是京东快递啦！就是配件太少啦，好多活干不了！遗憾给五星吧！,1,0.913442,0.0865583,0.807648,2
3.0,发货速度没得说，看包装觉得工具应该不错，还没有在工地使用，用后追评,1,0.518064,0.481936,0.638727,1
0.0,东西收到了，很满意，下次还会再来光顾！,1,0.989194,0.0108057,0.975987,2
0.0,功能多，使用方便,1,0.677098,0.322902,0.282439,2
-1.0,功率略小,0,0.350156,0.649844,0.221877,0
1.0,试了一下噪音很小一点也不震手！抓在手里很稳！取换刀具很方便这方面很满意。用段时间后再追评,1,0.926585,0.0734153,0.836855,2
1.0,非常好，木柜子开空，分分钟搞定，试了切割，磨，开孔，家用很顺手，动力十足，爱好手工的小伙伴必备神器。,1,0.997956,0.00204367,0.995458,2
0.0,真心不错，用起来得心应手，不害怕伤手的，比较牛的工具，工具男的不二选择,1,0.899049,0.100951,0.775665,2
0.0,真心得方便 哪都没有不错不错,1,0.801565,0.198435,0.559033,2
0.0,下午收到试一下还可以,1,0.726227,0.273773,0.391615,2
0.0,东西很好 和图片一致 很满意以后上图,1,0.960158,0.0398422,0.911462,2
0.0,"不错，适合手工d.i.y,快递速度快",1,0.948272,0.0517283,0.885048,2
0.0,上当了，不能买。锯齿过小，不能掏糙。要的是粗锯齿,0,0.00708017,0.99292,0.984266,0
0.0,非常好用,1,0.655295,0.344705,0.233988,2
0.0,挺好,1,0.81842,0.18158,0.596488,2
-1.0,因为家里修理浴室柜需要摘除洗脸，找到这个工具，没想到功能这么多，实在是家庭必备品呀,1,0.84167,0.15833,0.648155,2
0.0,电机声音很正，效果差了点，希望可以用久一点。,0,0.308946,0.691054,0.313454,0
1.0,已经使用，扩孔装了电磁灶，东西不错，只是买了过后发现*猫商城活动价肆贰捌，很不爽。,1,0.546958,0.453041,0.0608313,1
0.0,家庭使用，小修小补什么的还是很方便的，大活就有点费时了，主要是此锯的工作方式决定的。如果要锯大板，解木头什么的，就不要考虑这个了，毕竟定位不同，还是那句话，家庭日常修理什么的很方便，还是赞一个。,1,0.986868,0.0131321,0.970818,2
0.0,质量好，家用可以！,1,0.885409,0.114591,0.745353,2
0.0,帮朋友买的，刚朋友试了一下，不错,1,0.913249,0.0867506,0.807221,2
0.0,很东西,1,0.615738,0.384262,0.146083,2
0.0,今天才收到，明早试用,0,0.471321,0.528679,0.426414,1
1.0,这个是个好东西，用起来挺方便，包装也挺好。,1,0.947144,0.0528563,0.882541,2
0.0,用着很顺手，抠槽挖洞的很好用。,1,0.929891,0.0701087,0.844203,2
0.0,做些小活真心好用,1,0.626092,0.373908,0.169094,2
1.0,还不错，小件很轻松，大件不太适合,1,0.954163,0.0458368,0.89814,2
0.0,功能多，挺实用的。,1,0.917942,0.0820579,0.817649,2
0.0,使用几次还不怎么会用，还在学习中,0,0.261297,0.738703,0.419339,0
3.0,房子刚刚装完，剩点小零活不愿意再找木工（这帮家伙太能对付），就买来这件神器助力。同时，还买回个威克士的电批。说实话，为了这点零活真不值得如此大动干戈。主要是被威克士的工业设计和精良工艺给迷住了，这个东西就是买回来看的！???不知什么原因，传不上图片。同时，感谢京东货真价实，物流高效！,0,0.108723,0.891277,0.758394,0
0.0,太好用了,0,0.374512,0.625488,0.167751,0
0.0,很好,1,0.947595,0.0524047,0.883545,2
0.0,质量好,1,0.73133,0.26867,0.402955,2
1.0,东西不错下次还来购买。  支持京东。谢谢快递小哥,1,0.97235,0.0276502,0.938555,2
-1.0,功率太小 基本无用,1,0.554294,0.445706,0.00954284,2
0.0,还未使用，先好评。,1,0.634933,0.365067,0.18874,2
0.0,好用   试用中,1,0.751607,0.248393,0.448015,2
0.0,试验中,1,0.613432,0.386568,0.14096,2
-1.0,功能一般，算是辅助小工具吧，用来干活效率很低。,0,0.233447,0.766553,0.481229,0
0.0,与广告不太相附，没有想要的效果。,0,0.105202,0.894798,0.766218,0
0.0,看上去不错，等用了再说话,1,0.658232,0.341768,0.240516,2
0.0,货己收到,0,0.388808,0.611192,0.135981,0
1.0,家里用了几次，很方便，好用，要是价格便宜点就更好了。,1,0.95852,0.0414795,0.907823,2
0.0,试了试，超?,1,0.644053,0.355947,0.209007,2
0.0,还可以！使用挺方便的，尤其是边边角角切起来比较方便！,1,0.957508,0.0424922,0.905573,2
0.0,相当实用好工具,1,0.93789,0.0621101,0.861978,2
1.0,感觉切割非金属物品挺方便，可能是配件买的不够齐全吧。,0,0.365453,0.634547,0.187883,0
0.0,质量很好，处理角落很好用，好评，但是发票在哪呢？,1,0.902316,0.0976841,0.782924,2
0.0,性价比高！质量非常好！,1,0.97102,0.0289805,0.935599,2
0.0,那上面的锁把既然是塑料的，做工太差易掰断，送的备件也少！700贵了！,0,0.00332125,0.996679,0.992619,0
0.0,挺好，合用，以后还买，好东西哦,1,0.949532,0.050468,0.887849,2
0.0,不错;有个布包还是很实用的;机器也很给力;,1,0.972826,0.0271738,0.939614,2
0.0,第一次包装打开过 开关不灵敏 换了一次包装还是打开过 声音有异响 退了 如果东西没毛病的话应该不错,0,0.212794,0.787205,0.527123,0
0.0,不错。,1,0.924913,0.0750871,0.83314,2
-1.0,不推荐买套装的，贵了两百元，非常不值得。东西不错。送价值两百元的套装就这个？,0,0.0545629,0.945437,0.878749,0
0.0,切木头不能太硬 不然很难搞定的很整齐,0,0.162151,0.837849,0.639665,0
0.0,非常好用。,1,0.710141,0.289859,0.355868,2
1.0,一般般配件齐全效果不错打孔很方,1,0.862764,0.137236,0.695031,2
0.0,配件还没有到，还没有实际用过 感觉还好吧，相信京东,0,0.0902507,0.909749,0.799443,0
0.0,试用了一下，感觉不错的。,1,0.916256,0.0837442,0.813902,2
0.0,还行！,1,0.727519,0.272481,0.394487,2
0.0,宝贝看着不错    用过再评价,1,0.749709,0.250291,0.443797,2
1.0,东西好，物流给力，质量很好?！,1,0.927709,0.0722906,0.839354,2
0.0,还没用过，以后评价,0,0.456197,0.543803,0.123935,1
1.0,货不错，实用。,1,0.932873,0.0671268,0.850829,2
0.0,不错,1,0.914388,0.085612,0.809751,2
0.0,用过一回，锯了一块20MM的木板，力度有点不够。家里用用还是可以的。比角磨机来得安全。还是给个五星吧，虽然有点水份,1,0.717308,0.282692,0.371796,2
0.0,工具不够用,1,0.629021,0.370979,0.175602,2
0.0,刚入手，还没用。,0,0.36872,0.63128,0.180621,0
0.0,物流超快，暂时还没有使用，以后再追评。,0,0.32681,0.67319,0.273756,0
0.0,很实用很方便感谢京东,1,0.985059,0.0149409,0.966798,2
1.0,声音小，很压手，够份量。不知道用着怎么样，在追加评论吧,0,0.173102,0.826898,0.615328,0
1.0,这个工具超好用！正好家里装修店铺好多师傅没办法的时候它派上用场了！还有一次表哥车门开不了了，用它将门内开个小口解决问题！刀头很快，厚铁皮轻松切开！,1,0.975833,0.0241671,0.946295,2
0.0,试了一下，精度要求高的话就别用了，可以吧,1,0.545677,0.454323,0.0864672,1
0.0,工具很实用，多次购买该品牌工具！,1,0.941803,0.0581969,0.870674,2
0.0,还可以，物有所值,1,0.910525,0.0894752,0.801166,2
0.0,感觉一般，手的共振很厉害，,0,0.08903,0.91097,0.802155,0
0.0,宝贝非常给力，修改家具的好帮手，给好评,1,0.946999,0.0530014,0.882219,2
0.0,收到试了下电机，能给工作，等实际用完再追评吧,0,0.262653,0.737347,0.416326,0
-1.0,贵！这头买那头降价！也就算了！重点是配套的零件用没两下就报废了！幸好T.A.O.B.A.O家有配件买！而且质量比原装的更耐用！,0,0.0383309,0.961669,0.91482,0
0.0,小木头无压力！,0,0.405585,0.594415,0.0987007,0
0.0,很好的很好用很多很好的,1,0.998608,0.00139189,0.996907,2
0.0,货己收到，打开查验质量不错，用了后才来评价，使用方便，效果很好赞?,1,0.932868,0.0671323,0.850817,2
2.0,工具挺好的，使用方便，外包装与工具等做工都挺好，看着就喜欢。,1,0.991508,0.0084922,0.981128,2
2.0,刚收到，外观漂亮，做工精细，设计合理，其他使用后再评价。,1,0.971522,0.0284784,0.936715,2
0.0,锯木头，pvc管没问题，切瓷砖就有点不行了，可能是我的瓷砖太好了,1,0.568471,0.431529,0.0410456,2
0.0,箱子很精致，东西不错，还没用过,1,0.962208,0.0377924,0.916017,2
1.0,力道比较好 工具比较多 好用,1,0.908763,0.0912372,0.797251,2
0.0,拿着依应手，用起来应当很给力。,1,0.790102,0.209899,0.533559,2
0.0,用了东西不错,1,0.841569,0.158431,0.647931,2
0.0,我选的高品，今天买了不到几个小时到了，喜,1,0.612837,0.387163,0.139638,2
0.0,我没啥大用，比角磨机差远了。,0,0.0507003,0.9493,0.887333,0
0.0,不错已经在京东买了不少工具了，居家很是方便,1,0.966206,0.0337943,0.924901,2
0.0,看起来不错，不知用后会是什么结果,0,0.480334,0.519665,0.60669,1
1.0,很好用的单体工具，基本上家装的任务能轻松搞定，铝盒也不错，看着很高端，拿着也方便。,1,0.998695,0.00130488,0.9971,2
1.0,声音不大，容易上手，物流就不用多说了，快。,1,0.787947,0.212053,0.528772,2
0.0,赞,1,0.929976,0.0700238,0.844392,2
0.0,主机都可以，但是无佩件卖的,1,0.6272,0.3728,0.171555,2
0.0,很不错，什么都能做一点。关键是安全。,1,0.969378,0.0306224,0.93195,2
0.0,不错,1,0.914388,0.085612,0.809751,2
0.0,第一次购买这个品牌的工具，整体来说可以用起来挺方便的。，用一段时间再来评价。,1,0.869527,0.130473,0.710061,2
0.0,质量好！很好用！好品质！,1,0.969398,0.0306022,0.931995,2
1.0,这个产品不怎么样，跟他们拍的那个广告不一样，效果不一样，不怎么好，他拍那个广告看起来用的很轻松方便，而实际效果没那么好,0,0.207687,0.792313,0.538472,0
1.0,还不错，蛮好用的电动工具，价格实惠，功能多，赞,1,0.995544,0.00445612,0.990098,2
0.0,非常方便好使,1,0.819586,0.180414,0.59908,2
0.0,多功能的电动工具，边学边用吧,1,0.676735,0.323265,0.281633,2
0.0,别指望用来切割大东西，太费劲了，小东西弄弄还行。送的三包砂纸砂纸好像全是一个规格的，都比较粗糙的,0,0.0264493,0.973551,0.941224,0
1.0,不错的宝贝，用久了不知道咋样，不过应该没问题品牌吗,1,0.820689,0.179311,0.60153,2
